hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children,lead_time_group,avg_price_month_hotel,price_ratio,customer_Contract,customer_Group,customer_Transient,customer_Transient-Party,market_Corporate,market_Direct,market_Groups,market_Offline TA,market_Online TA,is_returning_customer,season,season_autumn,season_spring,season_summer,season_winter,is_peak_season,total_price
Resort Hotel,0,330,2023,June,6,32,13,1,11,4,0,1,BB,GBR,Offline TA,Direct,0,2,4,D,F,2,No Deposit,12.0,5.0,3,Transient,323.28146738801627,2,4,Check-Out,2022-06-09,31.28436092151087,121.57660930802484,2023-06-13,1,2,0,12,0.08333333333333333,5,1,six_months,268.8770278595702,1.2023394856806455,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,3879.377608656195
Resort Hotel,0,54,2023,May,5,6,6,4,12,3,0,0,HB,FRA,Corporate,Direct,0,0,4,E,E,0,No Deposit,20.0,5.0,28,Transient,81.73695116637684,1,2,Check-Out,2023-01-18,31.12474678796993,121.5378344746,2023-05-06,5,2,1,16,0.25,3,0,one_month,271.9629902531011,0.3005443905816329,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,1307.7912186620295
Resort Hotel,0,157,2022,December,12,26,18,2,7,2,3,1,HB,USA,Online TA,Corporate,0,1,0,D,A,4,No Deposit,20.0,5.0,8,Transient,156.3057401820986,1,3,Check-Out,2023-05-19,31.261868983448945,121.48150159489752,2022-12-18,6,4,1,9,0.2222222222222222,6,1,three_months,281.1258555305912,0.555999162322122,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,1406.7516616388873
Resort Hotel,1,281,2023,May,5,10,15,1,10,3,3,0,HB,ITA,Offline TA,TA/TO,0,2,1,D,G,0,No Deposit,14.0,5.0,1,Transient,125.27891536852124,1,3,Canceled,2023-01-19,31.201486053927347,121.5587242566326,2023-05-15,0,2,0,11,0.09090909090909091,6,1,six_months,271.9629902531011,0.4606469257156314,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,1378.0680690537336
Resort Hotel,0,202,2023,January,1,35,3,0,12,2,2,1,HB,GBR,Groups,Corporate,0,1,0,G,B,4,Refundable,16.0,5.0,10,Transient,152.29417380621874,2,2,Check-Out,2023-02-23,31.227716854794856,121.513352653532,2023-01-03,1,1,0,12,0.0,5,1,six_months,279.1492093590357,0.5455654850533402,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,1827.5300856746248
Resort Hotel,0,7,2022,September,9,46,24,4,3,3,3,1,FB,PRT,Online TA,TA/TO,0,0,2,H,G,4,Refundable,15.0,5.0,25,Transient,499.3026499886603,2,1,Check-Out,2023-04-07,31.20747002305923,121.55301461092024,2022-09-24,5,3,1,7,0.5714285714285714,7,1,last_minute,274.8028019539465,1.8169489045906346,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,3495.118549920622
Resort Hotel,0,8,2022,March,3,16,19,2,10,1,0,0,FB,USA,Offline TA,TA/TO,0,2,2,H,G,4,Refundable,1.0,5.0,19,Transient,212.502858752389,2,3,Check-Out,2022-10-12,31.25327529402922,121.50338759349654,2022-03-19,5,1,1,12,0.16666666666666666,1,0,one_week,295.855907985199,0.7182647127094721,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,2550.034305028668
Resort Hotel,0,59,2023,August,8,20,19,2,14,2,1,0,SC,FRA,Groups,TA/TO,0,1,1,G,E,2,No Deposit,18.0,5.0,3,Transient,490.3249881006367,0,1,Check-Out,2022-02-10,31.290655092248883,121.42623801948308,2023-08-19,5,3,1,16,0.125,3,1,one_month,274.1590766754122,1.788468921206471,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,7845.199809610187
Resort Hotel,0,2,2023,February,2,40,24,0,8,4,1,0,BB,DEU,Direct,Corporate,0,0,0,E,A,4,No Deposit,9.0,5.0,10,Transient-Party,232.37913133102407,1,2,Check-Out,2023-12-24,31.122212988138227,121.42678560278654,2023-02-24,4,1,0,8,0.0,5,1,last_minute,288.53454791817074,0.8053771481012647,False,False,False,True,False,True,False,False,False,0,winter,False,False,False,True,1,1859.0330506481926
City Hotel,0,20,2022,August,8,15,6,2,0,4,0,1,FB,FRA,Online TA,Corporate,0,0,0,C,H,3,No Deposit,6.0,5.0,5,Transient,302.5317892533327,0,1,No-Show,2023-09-18,31.22116018837172,121.49110475747622,2022-08-06,5,3,1,2,1.0,5,1,one_week,272.03898069668134,1.1120898500595777,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,605.0635785066654
City Hotel,1,62,2022,January,1,14,6,3,12,3,1,0,SC,ESP,Direct,Corporate,0,0,0,E,F,4,No Deposit,7.0,5.0,27,Transient-Party,399.2960579279144,2,0,Canceled,2023-03-21,31.133183702746347,121.50632704864772,2022-01-06,3,1,0,15,0.2,4,1,one_month,269.8322521451995,1.4797936671893805,False,False,False,True,False,True,False,False,False,0,winter,False,False,False,True,1,5989.440868918716
Resort Hotel,0,312,2022,October,10,1,22,3,14,2,3,0,BB,FRA,Corporate,Corporate,0,2,3,H,C,2,No Deposit,3.0,5.0,23,Transient,400.9800721255392,2,0,Check-Out,2023-03-08,31.250717587414854,121.48346475519122,2022-10-22,5,4,1,17,0.17647058823529413,5,1,six_months,281.86645522625616,1.422588834856811,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,6816.661226134167
City Hotel,0,215,2023,March,3,10,18,2,2,3,2,1,SC,CHN,Direct,Corporate,0,0,4,F,D,2,No Deposit,5.0,5.0,15,Transient,127.74472755840854,0,2,Check-Out,2023-11-15,31.1895523524204,121.43021197156496,2023-03-18,5,1,1,4,0.5,6,1,six_months,272.9333938998365,0.4680435974986975,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,510.97891023363417
City Hotel,0,148,2023,July,7,18,3,4,11,2,1,0,SC,GBR,Direct,Corporate,0,0,4,A,C,1,No Deposit,15.0,5.0,5,Transient-Party,467.5141259742032,2,0,Check-Out,2022-07-07,31.130258948508327,121.4246411962963,2023-07-03,0,3,0,15,0.26666666666666666,3,1,three_months,274.8043908521611,1.701261484667164,False,False,False,True,False,True,False,False,False,0,summer,False,False,True,False,1,7012.711889613048
City Hotel,0,197,2022,November,11,52,22,4,9,1,3,1,HB,DEU,Groups,Direct,0,1,4,D,F,4,Refundable,8.0,5.0,19,Transient,202.6861477408792,1,3,Check-Out,2023-05-22,31.185274118406227,121.51604738847948,2022-11-22,1,4,0,13,0.3076923076923077,5,1,six_months,259.72367910568494,0.7803914854386594,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,2634.9199206314297
Resort Hotel,0,154,2022,March,3,38,26,3,14,2,1,0,HB,ESP,Groups,Corporate,0,1,4,C,G,4,No Deposit,12.0,5.0,21,Transient,290.363355508082,1,3,Check-Out,2022-02-08,31.13269840381025,121.55633666610446,2022-03-26,5,1,1,17,0.17647058823529413,3,1,three_months,295.855907985199,0.9814350420969394,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,4936.1770436373945
Resort Hotel,0,4,2023,August,8,15,25,2,2,2,3,0,BB,CHN,Groups,Corporate,0,1,2,E,A,0,No Deposit,8.0,5.0,20,Transient,53.54299762257128,0,2,Check-Out,2022-11-27,31.26025663228494,121.41492728662271,2023-08-25,4,3,0,4,0.5,5,1,last_minute,274.1590766754122,0.19529901498013488,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,214.1719904902851
Resort Hotel,0,277,2022,September,9,46,10,4,2,3,2,1,FB,USA,Offline TA,Corporate,0,0,0,C,F,1,No Deposit,13.0,5.0,28,Transient-Party,440.4585747141997,0,4,Check-Out,2022-10-27,31.12165940683801,121.48279180199953,2022-09-10,5,3,1,6,0.6666666666666666,6,1,six_months,274.8028019539465,1.602816898453659,False,False,False,True,False,False,False,True,False,0,autumn,True,False,False,False,0,2642.7514482851984
City Hotel,1,286,2023,March,3,49,23,2,14,2,2,0,HB,DEU,Groups,TA/TO,1,1,3,H,A,4,No Deposit,9.0,5.0,27,Transient,453.6519947285653,1,0,Canceled,2023-09-14,31.165785195794857,121.45103245024907,2023-03-23,3,1,0,16,0.125,4,1,six_months,272.9333938998365,1.6621344433032275,False,False,True,False,False,False,True,False,False,1,spring,False,True,False,False,0,7258.431915657045
City Hotel,0,274,2022,March,3,29,5,0,1,1,1,1,BB,ESP,Corporate,TA/TO,0,2,2,F,E,0,No Deposit,16.0,5.0,6,Transient,299.57618858718786,2,3,Check-Out,2022-01-03,31.213709374223093,121.52443931707988,2022-03-05,5,1,1,1,0.0,3,1,six_months,272.9333938998365,1.0976164708417064,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,299.57618858718786
City Hotel,0,159,2023,December,12,17,9,2,12,4,0,1,BB,GBR,Online TA,TA/TO,1,2,4,G,D,2,No Deposit,16.0,5.0,21,Transient,117.02662710484006,2,0,Check-Out,2022-06-02,31.195434355284128,121.59457140260778,2023-12-09,5,4,1,14,0.14285714285714285,5,1,three_months,300.80748627597126,0.3890416044947623,False,False,True,False,False,False,False,False,True,1,winter,False,False,False,True,1,1638.372779467761
City Hotel,0,295,2023,December,12,25,5,0,1,4,0,0,SC,DEU,Groups,TA/TO,1,1,3,G,E,3,No Deposit,12.0,5.0,24,Transient,128.95475103712204,1,0,Check-Out,2023-10-11,31.276319340659786,121.4249982844432,2023-12-05,1,4,0,1,0.0,4,0,six_months,300.80748627597126,0.4286952849265675,False,False,True,False,False,False,True,False,False,1,winter,False,False,False,True,1,128.95475103712204
Resort Hotel,1,105,2022,February,2,12,29,4,3,3,0,0,FB,FRA,Online TA,Direct,1,2,4,D,H,4,No Deposit,18.0,5.0,3,Transient,88.59923157991398,1,3,Canceled,2022-05-11,31.29760481783632,121.54086161205689,2022-02-01,1,1,0,7,0.5714285714285714,3,0,three_months,288.53454791817074,0.3070662845027521,False,False,True,False,False,False,False,False,True,1,winter,False,False,False,True,1,620.1946210593978
City Hotel,0,34,2022,October,10,15,17,1,11,1,2,1,BB,CHN,Offline TA,TA/TO,0,2,2,B,H,1,No Deposit,4.0,5.0,5,Transient,222.66989044283025,1,4,Check-Out,2022-06-29,31.11947736966282,121.44253445534667,2022-10-17,0,4,0,12,0.08333333333333333,4,1,one_month,289.2942120238467,0.7697004682018161,False,False,True,False,False,False,False,True,False,0,autumn,True,False,False,False,0,2672.038685313963
City Hotel,1,76,2023,October,10,52,17,1,0,1,3,0,HB,CHN,Corporate,TA/TO,0,2,3,A,F,0,No Deposit,12.0,5.0,20,Transient,424.22905776179147,1,3,Canceled,2022-08-26,31.114955871841524,121.49811419489016,2023-10-17,1,4,0,1,1.0,4,1,one_month,289.2942120238467,1.4664277407901338,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,424.22905776179147
City Hotel,0,21,2022,April,4,15,2,2,8,3,1,0,FB,ITA,Online TA,Direct,0,2,2,C,F,4,No Deposit,9.0,5.0,23,Transient,348.5321543790208,1,0,Check-Out,2022-09-07,31.1307760953639,121.50622768678336,2022-04-02,5,2,1,10,0.2,4,1,one_week,276.53648823434116,1.2603477993242955,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,3485.321543790208
City Hotel,0,75,2023,October,10,19,8,1,9,1,1,0,BB,DEU,Groups,Corporate,0,2,3,D,C,4,No Deposit,11.0,5.0,5,Transient,395.4622641017262,2,4,Check-Out,2023-06-23,31.133519773600103,121.55094007751195,2023-10-08,6,4,1,10,0.1,2,1,one_month,289.2942120238467,1.3669898935590457,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,3954.622641017262
City Hotel,1,29,2022,March,3,10,16,4,2,1,0,1,FB,GBR,Direct,Corporate,0,1,2,D,D,4,No Deposit,7.0,5.0,26,Transient-Party,416.99771199851375,2,1,Canceled,2023-05-07,31.237910739251788,121.5610151676289,2022-03-16,2,1,0,6,0.6666666666666666,2,1,one_week,272.9333938998365,1.5278369057014225,False,False,False,True,False,True,False,False,False,0,spring,False,True,False,False,0,2501.9862719910825
Resort Hotel,0,309,2023,August,8,34,10,1,12,3,2,1,SC,ITA,Corporate,TA/TO,0,1,0,H,E,4,No Deposit,15.0,5.0,5,Transient,303.16097488238864,2,2,Check-Out,2023-05-29,31.17892818931902,121.54717480917222,2023-08-10,3,3,0,13,0.07692307692307693,6,1,six_months,274.1590766754122,1.105784928074123,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,3941.0926734710524
Resort Hotel,0,32,2022,August,8,52,3,2,4,4,2,1,FB,ITA,Groups,Direct,0,2,0,G,B,0,No Deposit,5.0,10.0,9,Transient,162.13279129378648,1,3,Check-Out,2023-03-09,31.29525382186176,121.52083340249536,2022-08-03,2,3,0,6,0.3333333333333333,7,1,one_month,274.1590766754122,0.5913821758516568,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,972.796747762719
City Hotel,1,257,2023,April,4,42,4,2,1,4,3,0,BB,FRA,Corporate,Direct,0,2,1,D,H,3,No Deposit,16.0,5.0,18,Transient,367.732666612392,0,4,Canceled,2022-01-30,31.160275457265055,121.53888409097657,2023-04-04,1,2,0,3,0.6666666666666666,7,1,six_months,276.53648823434116,1.3297799106379402,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,1103.197999837176
City Hotel,1,60,2023,March,3,19,14,4,0,3,2,0,FB,DEU,Direct,TA/TO,0,0,0,C,F,2,No Deposit,11.0,5.0,26,Transient,285.4107682817157,0,4,Canceled,2023-02-21,31.21063026215963,121.50910528199516,2023-03-14,1,1,0,4,1.0,5,1,one_month,272.9333938998365,1.0457158217380254,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,1141.6430731268629
City Hotel,1,77,2023,January,1,47,11,4,10,4,0,1,BB,CHN,Offline TA,TA/TO,0,0,1,C,E,2,No Deposit,4.0,5.0,26,Transient,438.4915119133547,0,0,Canceled,2022-12-13,31.117297379932698,121.47759687249616,2023-01-11,2,1,0,14,0.2857142857142857,5,1,one_month,269.8322521451995,1.6250522627569293,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,6138.881166786966
City Hotel,0,292,2023,May,5,27,22,3,0,1,3,1,SC,CHN,Corporate,Corporate,0,0,2,E,D,0,No Deposit,19.0,5.0,10,Transient-Party,477.1087118315749,0,0,Check-Out,2023-01-24,31.104629638897052,121.53459787355524,2023-05-22,0,2,0,3,1.0,5,1,six_months,280.51644474451695,1.7008226104751407,False,False,False,True,True,False,False,False,False,0,spring,False,True,False,False,0,1431.3261354947247
Resort Hotel,0,190,2023,February,2,9,11,0,8,1,3,0,FB,GBR,Direct,Corporate,1,2,4,D,B,3,No Deposit,7.0,5.0,6,Transient,490.3402123819978,0,3,Check-Out,2023-04-30,31.23286994486726,121.49871632775226,2023-02-11,5,1,1,8,0.0,4,1,six_months,288.53454791817074,1.6994159483496574,False,False,True,False,False,True,False,False,False,1,winter,False,False,False,True,1,3922.7216990559823
Resort Hotel,1,73,2022,September,9,6,10,2,3,4,0,1,FB,ESP,Online TA,Corporate,0,2,2,E,B,0,No Deposit,2.0,5.0,24,Transient-Party,332.63409209167105,1,4,Canceled,2023-04-21,31.177128755775037,121.46564173217196,2022-09-10,5,3,1,5,0.4,5,1,one_month,274.8028019539465,1.2104465082834792,False,False,False,True,False,False,False,False,True,0,autumn,True,False,False,False,0,1663.1704604583551
Resort Hotel,1,267,2023,November,11,8,24,1,8,1,2,1,BB,DEU,Offline TA,Direct,0,0,1,B,E,3,No Deposit,8.0,5.0,2,Transient,281.24583406574675,2,2,Canceled,2023-06-20,31.19522290310516,121.51809353561994,2023-11-24,4,4,0,9,0.1111111111111111,4,1,six_months,291.7169324824849,0.9641052772369776,False,False,True,False,False,False,False,True,False,0,autumn,True,False,False,False,0,2531.2125065917207
City Hotel,0,6,2023,September,9,13,25,0,2,3,3,1,HB,CHN,Corporate,Direct,0,2,0,B,A,4,No Deposit,20.0,5.0,12,Transient,325.4429335922913,0,3,Check-Out,2022-08-05,31.190402052440923,121.52101436775884,2023-09-25,0,3,0,2,0.0,7,1,last_minute,273.82474692349155,1.1885081142181142,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,650.8858671845826
Resort Hotel,0,29,2022,October,10,33,26,2,9,4,0,1,BB,ITA,Groups,Corporate,0,2,2,H,A,0,No Deposit,20.0,4.0,26,Transient,209.2537839095083,1,1,No-Show,2022-10-22,31.16737924050908,121.5665288448375,2022-10-26,2,4,0,11,0.18181818181818182,5,1,one_week,281.86645522625616,0.742386261400062,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,2301.791623004591
Resort Hotel,1,8,2023,January,1,15,8,2,3,2,3,0,FB,ITA,Groups,Corporate,0,2,2,A,G,4,Refundable,13.0,5.0,6,Transient,56.2433756122941,2,3,Canceled,2022-03-09,31.21250812234623,121.47720348092064,2023-01-08,6,1,1,5,0.4,5,1,one_week,279.1492093590357,0.20148140752910063,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,281.21687806147054
City Hotel,0,81,2022,January,1,12,30,4,8,3,3,0,HB,DEU,Direct,Corporate,0,1,4,C,G,2,No Deposit,19.0,5.0,16,Transient,449.4754603675203,2,2,Check-Out,2022-02-21,31.211121469720087,121.47014340921068,2022-01-30,6,1,1,12,0.3333333333333333,6,1,one_month,269.8322521451995,1.6657588438525612,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,5393.705524410244
City Hotel,0,359,2023,September,9,48,1,1,3,2,0,1,SC,PRT,Online TA,Direct,0,0,0,A,F,1,No Deposit,13.0,5.0,5,Transient-Party,423.5238463896284,1,1,No-Show,2022-07-09,31.24713666599686,121.5069152999653,2023-09-01,4,3,0,4,0.25,3,1,six_months,273.82474692349155,1.5466967509257437,False,False,False,True,False,False,False,False,True,0,autumn,True,False,False,False,0,1694.0953855585135
Resort Hotel,0,41,2023,September,9,43,18,2,2,1,2,1,SC,FRA,Online TA,TA/TO,0,1,3,B,G,4,No Deposit,11.0,8.0,14,Transient,97.31395381029417,2,2,Check-Out,2022-09-09,31.16290100182333,121.42249732943704,2023-09-18,0,3,0,4,0.5,4,1,one_month,274.8028019539465,0.35412285871307364,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,389.25581524117666
City Hotel,1,91,2022,July,7,24,4,1,11,3,2,0,HB,ITA,Groups,Direct,0,0,0,H,C,1,Refundable,2.0,5.0,21,Transient-Party,121.70049819276,1,3,Canceled,2022-02-09,31.16327670296205,121.57428178520924,2022-07-04,0,3,0,12,0.08333333333333333,5,1,three_months,274.8043908521611,0.4428622767466342,False,False,False,True,False,False,True,False,False,0,summer,False,False,True,False,1,1460.40597831312
Resort Hotel,1,140,2022,December,12,42,21,3,9,3,0,0,FB,ESP,Direct,TA/TO,0,2,3,A,H,0,No Deposit,19.0,5.0,18,Transient,275.310816271512,0,4,Canceled,2023-03-10,31.29050199757131,121.5152197210038,2022-12-21,2,4,0,12,0.25,3,0,three_months,281.1258555305912,0.9793151745217316,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,3303.729795258144
City Hotel,0,347,2022,November,11,9,26,1,3,1,0,1,FB,FRA,Groups,Direct,0,2,4,E,F,0,No Deposit,17.0,5.0,25,Contract,212.94197230757695,2,3,Check-Out,2023-04-04,31.153578495857257,121.44193043274154,2022-11-26,5,4,1,4,0.25,2,1,six_months,259.72367910568494,0.8198789307190127,True,False,False,False,False,False,True,False,False,0,autumn,True,False,False,False,0,851.7678892303078
Resort Hotel,1,155,2022,November,11,35,22,0,2,1,1,0,BB,GBR,Online TA,Direct,0,0,4,C,G,2,No Deposit,12.0,5.0,25,Transient,101.61832483339802,0,3,Canceled,2022-06-09,31.19696643419317,121.5702978892878,2022-11-22,1,4,0,2,0.0,2,1,three_months,291.7169324824849,0.3483456512744571,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,203.23664966679604
Resort Hotel,0,337,2023,November,11,51,18,0,3,4,0,0,BB,PRT,Groups,Corporate,0,1,0,F,E,1,No Deposit,1.0,5.0,0,Transient,254.78791087470944,2,4,No-Show,2023-12-06,31.257967535835053,121.4076165183484,2023-11-18,5,4,1,3,0.0,4,0,six_months,291.7169324824849,0.8734080284832533,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,764.3637326241283
City Hotel,0,92,2022,June,6,26,22,3,5,2,2,0,HB,ITA,Corporate,Corporate,0,1,0,G,G,2,No Deposit,20.0,8.0,9,Transient,256.01153621640856,2,3,Check-Out,2023-03-18,31.139659482749124,121.47518510682028,2022-06-22,2,2,0,8,0.375,4,1,three_months,278.5631512174122,0.9190430790919556,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,2048.0922897312685
City Hotel,0,286,2023,August,8,35,27,3,8,4,0,1,BB,DEU,Offline TA,TA/TO,0,2,4,F,F,4,No Deposit,4.0,5.0,19,Transient,123.25543397872885,1,0,Check-Out,2022-12-31,31.154286782322213,121.57948909740078,2023-08-27,6,3,1,11,0.2727272727272727,5,1,six_months,272.03898069668134,0.4530800463340821,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,1355.8097737660173
City Hotel,1,343,2023,November,11,31,30,3,12,3,1,1,FB,USA,Corporate,TA/TO,0,2,2,C,D,4,No Deposit,16.0,5.0,16,Transient,412.1493010817457,2,0,Canceled,2023-11-14,31.112275765942595,121.56744997826463,2023-11-30,3,4,0,15,0.2,5,1,six_months,259.72367910568494,1.5868761081042473,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,6182.2395162261855
City Hotel,0,335,2022,December,12,23,28,4,10,2,2,0,BB,ESP,Direct,Corporate,0,2,3,G,A,1,No Deposit,4.0,5.0,1,Transient,275.824308446038,1,1,Check-Out,2022-10-13,31.128210917458937,121.42760268889202,2022-12-28,2,4,0,14,0.2857142857142857,4,1,six_months,300.80748627597126,0.9169462896710862,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,3861.540318244532
City Hotel,0,53,2023,December,12,23,1,0,3,4,2,0,BB,DEU,Corporate,Corporate,0,2,4,A,G,3,No Deposit,17.0,5.0,17,Transient-Party,136.61331018165234,1,2,Check-Out,2022-10-24,31.12441566404762,121.59642802296317,2023-12-01,4,4,0,3,0.0,6,1,one_month,300.80748627597126,0.4541552867348472,False,False,False,True,True,False,False,False,False,0,winter,False,False,False,True,1,409.83993054495704
City Hotel,0,228,2022,August,8,32,3,3,14,1,1,0,SC,PRT,Groups,TA/TO,0,1,2,D,B,4,No Deposit,16.0,5.0,28,Transient-Party,481.61997772817006,0,4,Check-Out,2022-10-21,31.123324005745538,121.48191017081254,2022-08-03,2,3,0,17,0.17647058823529413,2,1,six_months,272.03898069668134,1.770407963207184,False,False,False,True,False,False,True,False,False,0,summer,False,False,True,False,1,8187.539621378891
City Hotel,1,257,2022,June,6,32,18,3,9,3,2,0,SC,ITA,Offline TA,TA/TO,0,0,4,A,C,2,No Deposit,13.0,5.0,29,Transient,152.7813425016874,0,2,Canceled,2023-12-31,31.133075578328157,121.52824145752804,2022-06-18,5,2,1,12,0.25,5,1,six_months,278.5631512174122,0.5484621416507635,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,1833.3761100202487
Resort Hotel,0,220,2022,April,4,7,3,1,11,2,2,1,SC,CHN,Direct,TA/TO,0,0,4,D,F,1,No Deposit,1.0,5.0,15,Transient-Party,203.80929953119767,0,1,Check-Out,2022-11-10,31.185310964410508,121.418892924982,2022-04-03,6,2,1,12,0.08333333333333333,5,1,six_months,277.36235236957344,0.7348124134007579,False,False,False,True,False,True,False,False,False,0,spring,False,True,False,False,0,2445.711594374372
Resort Hotel,0,32,2023,September,9,33,23,3,5,3,2,1,BB,GBR,Online TA,Corporate,0,2,4,F,F,4,No Deposit,5.0,5.0,1,Transient,187.73341227829516,1,3,Check-Out,2022-11-01,31.16212249767812,121.45627450355752,2023-09-23,5,3,1,8,0.375,6,1,one_month,274.8028019539465,0.6831568344407088,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,1501.8672982263613
City Hotel,0,315,2022,July,7,29,9,3,14,3,1,0,BB,DEU,Direct,Corporate,0,2,4,G,E,1,No Deposit,12.0,5.0,29,Group,120.67798691062411,0,4,Check-Out,2022-06-03,31.2214270373506,121.46910430166574,2022-07-09,5,3,1,17,0.17647058823529413,4,1,six_months,274.8043908521611,0.43914140722571754,False,True,False,False,False,True,False,False,False,0,summer,False,False,True,False,1,2051.52577748061
Resort Hotel,0,251,2022,March,3,36,4,4,10,1,0,0,FB,ESP,Offline TA,TA/TO,0,0,1,C,D,0,No Deposit,12.0,5.0,9,Group,59.2225482146378,1,4,Check-Out,2023-03-03,31.2746837272981,121.4246572616114,2022-03-04,4,1,0,14,0.2857142857142857,1,0,six_months,295.855907985199,0.20017362038820793,False,True,False,False,False,False,False,True,False,0,spring,False,True,False,False,0,829.1156750049291
Resort Hotel,0,286,2023,January,1,18,18,0,1,4,3,0,BB,USA,Offline TA,TA/TO,1,0,2,D,E,2,No Deposit,17.0,5.0,10,Contract,254.67575092447623,1,4,Check-Out,2022-04-04,31.18821773355762,121.4471377031447,2023-01-18,2,1,0,1,0.0,7,1,six_months,279.1492093590357,0.9123283978100678,True,False,False,False,False,False,False,True,False,1,winter,False,False,False,True,1,254.67575092447623
City Hotel,0,218,2022,April,4,51,24,3,11,1,1,0,SC,GBR,Groups,Direct,0,1,3,A,H,0,No Deposit,17.0,5.0,3,Transient,339.8137114981089,0,1,Check-Out,2022-03-28,31.220259656155672,121.41304642127947,2022-04-24,6,2,1,14,0.21428571428571427,2,1,six_months,276.53648823434116,1.228820520820911,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,4757.391960973524
Resort Hotel,1,207,2023,August,8,40,1,4,10,2,0,0,BB,GBR,Online TA,Direct,0,0,0,F,F,3,No Deposit,19.0,4.0,2,Transient,172.4101106070887,0,0,Canceled,2023-09-12,31.14612583341841,121.4177507337783,2023-08-01,1,3,0,14,0.2857142857142857,2,0,six_months,274.1590766754122,0.6288688767770102,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,2413.741548499242
Resort Hotel,0,6,2022,August,8,36,29,0,5,3,2,0,FB,GBR,Corporate,TA/TO,0,0,3,C,C,3,Refundable,11.0,5.0,12,Group,395.3046471100314,0,4,Check-Out,2022-07-20,31.16145269441052,121.48871223856617,2022-08-29,0,3,0,5,0.0,5,1,last_minute,274.1590766754122,1.4418805749701593,False,True,False,False,True,False,False,False,False,0,summer,False,False,True,False,1,1976.523235550157
Resort Hotel,0,302,2022,October,10,37,23,2,3,2,3,1,HB,DEU,Groups,Corporate,0,1,2,F,C,1,No Deposit,11.0,5.0,29,Transient,196.65794304975168,2,3,Check-Out,2022-02-05,31.231069584094797,121.47683382029896,2022-10-23,6,4,1,5,0.4,6,1,six_months,281.86645522625616,0.6976989968241981,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,983.2897152487584
