hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children
Resort Hotel,0,181,2022,March,3,38,4,0,14,2,2,0,FB,ESP,Groups,Direct,0,2,3,B,C,1,No Deposit,11.0,5.0,18,Contract,298.916628884868,1,0,Check-Out,2023-06-19,31.251112681215226,121.56468931460766,2022-03-04,4,1,0,14,0.0,4,1
Resort Hotel,0,33,2023,November,11,9,3,0,8,3,2,1,HB,GBR,Direct,Direct,0,1,4,B,A,3,No Deposit,17.0,5.0,3,Transient-Party,333.3112993058117,0,0,Check-Out,2023-02-24,31.21844312434473,121.52301919162012,2023-11-03,4,4,0,8,0.0,6,1
City Hotel,0,328,2023,September,9,40,16,4,1,4,3,0,FB,FRA,Corporate,TA/TO,0,1,2,E,B,0,No Deposit,8.0,5.0,17,Transient-Party,486.4112892821729,0,3,Check-Out,2023-09-22,31.281266582993972,121.46627723504704,2023-09-16,5,3,1,5,0.8,7,1
City Hotel,0,102,2022,January,1,4,8,2,6,4,2,1,HB,ITA,Offline TA,Corporate,0,2,3,E,C,0,No Deposit,13.0,5.0,1,Transient,72.80279625277541,2,2,Check-Out,2022-12-06,31.172406860904296,121.44140485238049,2022-01-08,5,1,1,8,0.25,7,1
Resort Hotel,0,328,2023,March,3,15,23,2,10,2,2,0,FB,DEU,Groups,Corporate,0,1,2,B,A,3,No Deposit,18.0,5.0,7,Transient,451.51933643200687,0,2,Check-Out,2022-05-31,31.20614601623914,121.45420383847105,2023-03-23,3,1,0,12,0.16666666666666666,4,1
City Hotel,1,229,2023,July,7,43,4,4,14,2,2,0,SC,PRT,Offline TA,Direct,0,0,3,A,B,2,No Deposit,9.0,5.0,18,Transient,445.5416831958758,2,0,Canceled,2022-12-22,31.29573309674613,121.54435062799222,2023-07-04,1,3,0,18,0.2222222222222222,4,1
Resort Hotel,0,185,2023,January,1,15,9,4,6,3,3,1,BB,USA,Offline TA,Corporate,1,0,2,B,D,1,No Deposit,2.0,5.0,21,Transient,88.04286534626311,0,0,Check-Out,2022-06-07,31.105145698309983,121.44639446719404,2023-01-09,0,1,0,10,0.4,7,1
Resort Hotel,0,44,2023,October,10,43,30,3,7,3,1,1,SC,FRA,Offline TA,Direct,0,0,3,A,B,2,Non Refund,2.0,5.0,15,Transient,359.62469275694644,1,4,Check-Out,2023-06-05,31.16609256061666,121.43865706445465,2023-10-30,0,4,0,10,0.3,5,1
Resort Hotel,0,234,2022,January,1,9,19,2,3,1,0,1,FB,CHN,Offline TA,Direct,0,2,3,A,D,3,No Deposit,3.0,5.0,11,Transient,128.58348234440285,1,0,Check-Out,2022-10-31,31.298743430535257,121.44115911863756,2022-01-19,2,1,0,5,0.4,2,1
City Hotel,0,231,2023,October,10,25,4,2,8,2,1,0,FB,USA,Direct,Corporate,0,0,3,E,H,2,No Deposit,12.0,5.0,21,Transient,203.7781767659185,2,3,Check-Out,2023-09-18,31.244537012563384,121.58074753559016,2023-10-04,2,4,0,10,0.2,3,1
Resort Hotel,0,186,2022,February,2,15,1,3,6,2,0,0,FB,CHN,Online TA,Direct,1,0,4,C,C,4,No Deposit,5.0,5.0,12,Transient,348.4408743430825,1,1,Check-Out,2022-11-23,31.201628798950157,121.51185592723428,2022-02-01,1,1,0,9,0.3333333333333333,2,0
Resort Hotel,0,57,2023,January,1,44,30,3,7,3,0,0,HB,ESP,Groups,Corporate,1,0,2,E,D,4,No Deposit,14.0,5.0,15,Transient,177.7567617801489,1,3,Check-Out,2022-09-14,31.234142835473296,121.5941287190905,2023-01-30,0,1,0,10,0.3,3,0
City Hotel,1,57,2022,June,6,14,10,3,10,2,2,0,BB,USA,Corporate,Corporate,0,1,4,F,F,2,Refundable,7.0,3.0,14,Transient-Party,449.0639324324759,1,2,Canceled,2022-01-31,31.27927107590644,121.418609076823,2022-06-10,4,2,0,13,0.23076923076923078,4,1
City Hotel,1,164,2022,February,2,4,16,3,7,4,3,0,HB,PRT,Offline TA,Direct,0,1,2,E,G,3,Non Refund,5.0,5.0,23,Transient,240.8800765840473,1,3,Canceled,2022-01-04,31.193056515748744,121.50173901756922,2022-02-16,2,1,0,10,0.3,7,1
Resort Hotel,1,122,2022,December,12,42,30,4,5,4,1,1,FB,ITA,Corporate,Corporate,0,0,0,H,B,1,No Deposit,6.0,5.0,7,Transient,293.82599084099763,0,3,Canceled,2023-05-15,31.131090227450617,121.51013785093896,2022-12-30,4,4,0,9,0.4444444444444444,6,1
Resort Hotel,1,8,2022,August,8,24,1,2,6,4,3,1,BB,ESP,Groups,TA/TO,0,0,1,F,F,2,No Deposit,4.0,5.0,5,Transient,417.1268782013264,2,4,Canceled,2022-07-05,31.19034680113674,121.4173768296382,2022-08-01,0,3,0,8,0.25,8,1
City Hotel,1,297,2023,November,11,43,16,4,0,3,2,1,SC,DEU,Online TA,Direct,0,0,2,F,E,3,No Deposit,18.0,5.0,24,Transient,163.89934898050683,2,2,Canceled,2023-12-14,31.13182651260773,121.44749234563976,2023-11-16,3,4,0,4,1.0,6,1
Resort Hotel,1,156,2023,September,9,30,30,1,7,4,2,0,SC,CHN,Groups,TA/TO,0,2,1,G,A,2,Refundable,10.0,5.0,16,Transient,383.4094104626676,1,2,Canceled,2022-08-23,31.21048496175124,121.50631192691084,2023-09-30,5,3,1,8,0.125,6,1
City Hotel,1,250,2023,March,3,49,11,2,4,3,3,1,BB,DEU,Groups,TA/TO,0,1,2,C,F,4,No Deposit,9.0,5.0,17,Transient,284.24664357885536,2,2,Canceled,2023-09-08,31.296448569780107,121.5041416389863,2023-03-11,5,1,1,6,0.3333333333333333,7,1
City Hotel,0,268,2022,October,10,39,7,0,12,4,3,0,FB,FRA,Offline TA,Corporate,0,0,3,H,C,0,No Deposit,8.0,5.0,0,Transient-Party,464.6825964622271,1,2,Check-Out,2022-01-12,31.214015372406127,121.48744591328528,2022-10-07,4,4,0,12,0.0,7,1
Resort Hotel,0,361,2023,October,10,32,25,3,13,3,3,1,BB,ITA,Online TA,Corporate,0,2,4,H,E,4,No Deposit,20.0,5.0,0,Transient,445.7282628936477,1,1,Check-Out,2023-04-06,31.217811179179265,121.55722992654306,2023-10-25,2,4,0,16,0.1875,7,1
City Hotel,0,149,2023,November,11,25,4,2,10,2,1,0,HB,USA,Offline TA,TA/TO,0,0,2,F,D,0,No Deposit,11.0,5.0,16,Transient,165.5367925153119,2,2,Check-Out,2023-08-13,31.123538674122425,121.46190888519052,2023-11-04,5,4,1,12,0.16666666666666666,3,1
Resort Hotel,0,360,2023,September,9,41,27,4,12,3,1,1,FB,USA,Offline TA,TA/TO,0,2,3,C,B,2,Non Refund,14.0,5.0,5,Contract,341.4731470630029,2,3,Check-Out,2023-10-23,31.206535063965443,121.52830915605657,2023-09-27,2,3,0,16,0.25,5,1
City Hotel,1,23,2022,November,11,52,13,1,7,4,2,0,SC,GBR,Corporate,Corporate,0,2,0,D,H,1,Refundable,7.0,5.0,26,Contract,416.0768454337577,2,4,Canceled,2023-03-07,31.213060240915123,121.49294244830742,2022-11-13,6,4,1,8,0.125,6,1
Resort Hotel,0,346,2023,April,4,43,19,0,10,2,2,0,FB,GBR,Groups,Corporate,0,1,0,C,H,1,No Deposit,3.0,5.0,10,Transient,201.57615048702183,1,3,Check-Out,2022-06-24,31.27519248057145,121.51944185002684,2023-04-19,2,2,0,10,0.0,4,1
Resort Hotel,0,286,2022,October,10,48,22,4,13,3,0,0,BB,ITA,Corporate,Corporate,0,1,2,C,A,3,No Deposit,19.0,4.0,28,Transient,288.39444029566323,0,2,Check-Out,2023-11-12,31.17616357721845,121.53943835941952,2022-10-22,5,4,1,17,0.23529411764705882,3,0
Resort Hotel,1,288,2022,May,5,38,16,0,0,1,0,0,HB,CHN,Online TA,Corporate,0,0,4,G,F,0,Non Refund,1.0,5.0,2,Transient,175.72556508975208,0,3,Canceled,2022-02-15,31.27039095190334,121.47963125561692,2022-05-16,0,2,0,0,0.0,1,0
City Hotel,1,267,2022,May,5,7,22,3,13,1,0,0,HB,ESP,Online TA,TA/TO,0,1,2,H,F,4,No Deposit,11.0,5.0,4,Transient-Party,81.58094301303537,0,3,Canceled,2023-06-21,31.11543915114895,121.57646632759317,2022-05-22,6,2,1,16,0.1875,1,0
City Hotel,0,27,2023,February,2,39,8,4,9,4,3,1,BB,CHN,Direct,Corporate,0,2,0,B,C,1,No Deposit,4.0,5.0,28,Transient,205.3901812495127,1,0,Check-Out,2022-11-04,31.294531773419923,121.47279004587332,2023-02-08,2,1,0,13,0.3076923076923077,8,1
Resort Hotel,0,116,2022,June,6,36,17,4,4,3,2,1,FB,PRT,Direct,TA/TO,0,0,2,E,A,2,No Deposit,15.0,5.0,3,Contract,451.4699587486021,2,3,Check-Out,2023-01-14,31.13115556554321,121.49849168519576,2022-06-17,4,2,0,8,0.5,6,1
Resort Hotel,0,287,2022,January,1,24,17,1,5,2,1,0,BB,FRA,Direct,Corporate,1,2,4,F,C,0,No Deposit,3.0,5.0,15,Transient,296.1965779087082,0,3,Check-Out,2023-03-16,31.28071278564609,121.46511984345815,2022-01-17,0,1,0,6,0.16666666666666666,3,1
City Hotel,0,290,2022,September,9,23,18,3,2,2,2,1,HB,DEU,Offline TA,TA/TO,0,1,1,A,B,1,Refundable,10.0,5.0,4,Transient,482.294619637322,1,2,Check-Out,2023-06-06,31.166539580524457,121.57803088342706,2022-09-18,6,3,1,5,0.6,5,1
City Hotel,1,313,2023,August,8,34,29,0,4,1,2,0,BB,ITA,Online TA,TA/TO,0,2,2,E,B,1,No Deposit,18.0,5.0,20,Transient,121.06693840582214,1,0,Canceled,2023-09-04,31.254898736637685,121.56848548890908,2023-08-29,1,3,0,4,0.0,3,1
Resort Hotel,1,300,2023,February,2,23,18,0,14,3,1,1,SC,ESP,Online TA,Corporate,0,0,4,H,C,2,No Deposit,12.0,5.0,1,Transient,422.2734748497216,2,4,Canceled,2023-02-11,31.11285724264024,121.59751792433768,2023-02-18,5,1,1,14,0.0,5,1
City Hotel,1,261,2022,April,4,41,26,3,2,1,2,0,FB,FRA,Online TA,Corporate,0,0,3,A,H,1,No Deposit,20.0,5.0,3,Transient,379.5058951454872,2,4,Canceled,2022-03-21,31.29304268335161,121.47842180836597,2022-04-26,1,2,0,5,0.6,3,1
City Hotel,0,125,2022,September,9,28,13,1,2,4,0,1,BB,PRT,Online TA,Corporate,1,0,2,E,B,4,No Deposit,9.0,5.0,11,Transient,290.9158797181957,1,3,Check-Out,2023-05-12,31.11187660665812,121.48118454447464,2022-09-13,1,3,0,3,0.3333333333333333,5,1
City Hotel,0,197,2023,February,2,12,29,0,3,2,0,0,BB,ITA,Groups,Direct,0,2,1,E,H,2,Refundable,15.0,5.0,2,Transient,258.51283665544656,0,3,Check-Out,2022-03-16,31.24331973083969,121.54076484494622,2023-02-01,2,1,0,3,0.0,2,0
Resort Hotel,0,141,2023,September,9,41,30,3,4,4,1,1,SC,ITA,Corporate,TA/TO,0,2,2,B,H,0,No Deposit,20.0,5.0,10,Transient,171.54026314302993,0,1,No-Show,2023-11-18,31.26000847244242,121.52778098780652,2023-09-30,5,3,1,7,0.42857142857142855,6,1
City Hotel,0,47,2023,January,1,50,2,4,0,1,0,0,BB,GBR,Offline TA,Direct,0,0,0,E,B,0,No Deposit,8.0,5.0,1,Transient-Party,419.42751185622944,2,1,Check-Out,2022-12-27,31.226027979611096,121.42924144749796,2023-01-02,0,1,0,4,1.0,1,0
City Hotel,0,74,2023,October,10,50,10,4,0,1,3,0,SC,FRA,Corporate,Corporate,0,0,4,G,A,3,No Deposit,7.0,5.0,7,Transient,54.93253906762588,1,0,Check-Out,2023-07-13,31.176517892503245,121.40537530089142,2023-10-10,1,4,0,4,1.0,4,1
Resort Hotel,1,198,2023,November,11,18,25,3,7,1,2,0,BB,DEU,Corporate,Corporate,1,1,2,C,F,1,No Deposit,11.0,8.0,19,Transient,267.895014418683,0,1,Canceled,2022-05-18,31.23565399895238,121.5617719136044,2023-11-25,5,4,1,10,0.3,3,1
Resort Hotel,0,335,2023,August,8,35,13,1,10,4,3,0,HB,CHN,Direct,Direct,0,1,3,B,D,3,No Deposit,12.0,5.0,29,Contract,132.32627108480244,0,2,Check-Out,2023-05-14,31.169708913506252,121.5957841476012,2023-08-13,6,3,1,11,0.09090909090909091,7,1
City Hotel,0,208,2023,June,6,24,6,1,3,3,0,0,SC,FRA,Online TA,TA/TO,0,1,0,E,E,3,Non Refund,5.0,5.0,29,Transient,456.9831064182883,0,2,Check-Out,2023-08-16,31.218227924086083,121.56444934162177,2023-06-06,1,2,0,4,0.25,3,0
Resort Hotel,0,72,2022,October,10,5,16,0,1,3,0,1,HB,ITA,Groups,Direct,0,2,4,G,E,4,Refundable,1.0,5.0,19,Transient-Party,345.68728570360423,2,1,Check-Out,2023-02-24,31.1070689787643,121.42850785634988,2022-10-16,6,4,1,1,0.0,4,1
Resort Hotel,0,232,2022,August,8,25,2,0,7,3,1,1,SC,ESP,Online TA,Direct,0,0,4,H,G,4,No Deposit,2.0,5.0,14,Transient,402.380518386091,0,1,Check-Out,2023-12-22,31.19629715840996,121.52251903126844,2022-08-02,1,3,0,7,0.0,5,1
City Hotel,1,242,2022,June,6,12,12,1,10,1,3,1,BB,CHN,Direct,Direct,0,0,0,G,D,0,No Deposit,6.0,5.0,15,Contract,292.78385669107536,2,2,Canceled,2022-09-18,31.26566034635814,121.549652036254,2022-06-12,6,2,1,11,0.09090909090909091,5,1
City Hotel,0,88,2022,January,1,15,19,1,0,1,0,0,FB,FRA,Groups,Direct,0,2,4,D,D,0,No Deposit,7.0,5.0,5,Transient-Party,189.10385497217987,2,4,Check-Out,2023-04-20,31.22628547116004,121.57561665866068,2022-01-19,2,1,0,1,1.0,1,0
City Hotel,1,309,2022,October,10,15,3,3,2,2,3,0,FB,USA,Offline TA,TA/TO,0,2,1,D,E,0,No Deposit,19.0,5.0,7,Group,463.9624099626472,1,0,Canceled,2023-10-07,31.207526307169022,121.41412736082992,2022-10-03,0,4,0,5,0.6,5,1
Resort Hotel,1,277,2022,September,9,12,27,3,6,3,0,1,HB,FRA,Direct,Corporate,0,2,4,A,D,1,No Deposit,13.0,3.0,26,Transient,375.0777352550218,1,1,Canceled,2023-01-04,31.262160313438613,121.40869884814508,2022-09-27,1,3,0,9,0.3333333333333333,4,1
Resort Hotel,1,288,2023,June,6,39,20,3,1,4,1,1,FB,DEU,Online TA,TA/TO,0,0,1,H,G,3,No Deposit,17.0,5.0,8,Transient,74.22200653232134,1,0,Canceled,2023-08-05,31.200954633898984,121.44124450148315,2023-06-20,1,2,0,4,0.75,6,1
Resort Hotel,0,111,2022,February,2,39,4,1,9,1,2,1,BB,USA,Groups,TA/TO,0,2,3,A,F,3,No Deposit,5.0,5.0,2,Transient-Party,218.25097492331645,2,2,Check-Out,2022-09-03,31.234210219133303,121.47002747986043,2022-02-04,4,1,0,10,0.1,4,1
City Hotel,1,312,2022,August,8,2,7,3,11,1,2,1,FB,ITA,Groups,Corporate,1,0,4,H,B,2,No Deposit,20.0,5.0,26,Transient,54.42944501662469,1,4,Canceled,2022-05-04,31.2823117512788,121.53504933760756,2022-08-07,6,3,1,14,0.21428571428571427,4,1
Resort Hotel,0,4,2023,March,3,36,29,3,13,4,2,1,FB,USA,Direct,Corporate,0,2,3,F,E,3,No Deposit,5.0,5.0,28,Transient,112.97925154351424,0,3,Check-Out,2023-10-28,31.168624981897526,121.43556698380677,2023-03-29,2,1,0,16,0.1875,7,1
City Hotel,1,218,2023,May,5,42,8,1,1,3,2,1,SC,GBR,Groups,Corporate,0,1,1,G,F,4,Non Refund,1.0,5.0,19,Contract,179.0572117234355,1,1,Canceled,2022-07-28,31.256825852950744,121.42844710136526,2023-05-08,0,2,0,2,0.5,6,1
Resort Hotel,1,225,2023,November,11,28,25,3,6,2,1,0,FB,ITA,Groups,TA/TO,0,0,3,E,G,4,Non Refund,12.0,5.0,2,Contract,249.8175378197986,1,2,Canceled,2022-11-24,31.23971123510685,121.54614474373412,2023-11-25,5,4,1,9,0.3333333333333333,3,1
Resort Hotel,0,214,2022,September,9,11,12,4,0,3,0,0,HB,FRA,Direct,TA/TO,0,0,4,H,G,1,No Deposit,12.0,5.0,4,Transient,142.2097064378309,0,1,Check-Out,2022-08-04,31.17424642454523,121.40295251239787,2022-09-12,0,3,0,4,1.0,3,0
City Hotel,0,203,2022,December,12,49,22,3,11,1,2,0,BB,PRT,Corporate,TA/TO,0,1,2,B,C,3,Non Refund,6.0,5.0,5,Transient-Party,470.2580584656105,1,3,Check-Out,2022-04-21,31.208914857812832,121.55180680003156,2022-12-22,3,4,0,14,0.21428571428571427,3,1
Resort Hotel,0,169,2023,October,10,6,1,4,5,2,3,1,BB,ITA,Corporate,Corporate,1,2,3,G,B,0,No Deposit,15.0,5.0,20,Transient-Party,190.04621444690528,1,2,Check-Out,2022-08-17,31.21625544610476,121.57910242556308,2023-10-01,6,4,1,9,0.4444444444444444,6,1
Resort Hotel,0,348,2022,February,2,5,16,4,11,4,2,1,FB,CHN,Offline TA,TA/TO,0,2,4,E,F,3,No Deposit,1.0,5.0,17,Transient,190.5947663384869,0,0,Check-Out,2022-04-24,31.2193259710497,121.50680603059796,2022-02-16,2,1,0,15,0.26666666666666666,7,1
Resort Hotel,1,98,2023,November,11,29,10,1,7,4,1,1,BB,USA,Offline TA,Corporate,0,2,0,G,E,3,No Deposit,1.0,5.0,4,Contract,394.864162719948,2,3,Canceled,2023-07-30,31.28350230595429,121.55500566657558,2023-11-10,4,4,0,8,0.125,6,1
Resort Hotel,1,197,2023,February,2,18,6,3,13,3,0,1,BB,USA,Offline TA,Corporate,0,2,1,H,C,3,No Deposit,3.0,5.0,13,Transient,124.72647625739086,0,2,Canceled,2023-03-21,31.256095743010707,121.52165189912316,2023-02-06,0,1,0,16,0.1875,4,1
City Hotel,1,115,2022,March,3,44,8,4,9,3,1,1,HB,DEU,Corporate,TA/TO,0,0,0,A,F,2,No Deposit,8.0,5.0,10,Transient,84.4757720552605,2,3,Canceled,2022-06-16,31.22420188641913,121.55239769206366,2022-03-08,1,1,0,13,0.3076923076923077,5,1
City Hotel,0,339,2023,February,2,10,8,4,13,3,2,0,SC,PRT,Offline TA,TA/TO,0,2,2,C,B,3,No Deposit,3.0,5.0,5,Group,166.8284839941566,1,3,Check-Out,2022-03-13,31.25963247680481,121.59324891515232,2023-02-08,2,1,0,17,0.23529411764705882,5,1
City Hotel,0,34,2023,February,2,6,10,1,0,2,1,0,HB,GBR,Direct,Corporate,0,1,0,H,H,4,Non Refund,8.0,5.0,13,Transient,323.32073153248905,0,4,Check-Out,2022-08-05,31.206182847751688,121.51948105745583,2023-02-10,4,1,0,1,1.0,3,1
City Hotel,1,153,2023,July,7,31,16,3,1,3,1,0,HB,GBR,Corporate,Corporate,0,2,0,F,B,2,No Deposit,8.0,5.0,14,Contract,278.3476970604757,0,2,Canceled,2023-03-04,31.217924632460814,121.42187044079664,2023-07-16,6,3,1,4,0.75,4,1
City Hotel,1,101,2022,February,2,51,3,1,12,2,0,1,SC,PRT,Groups,Corporate,0,0,1,E,E,2,Refundable,4.0,5.0,5,Transient,374.7558534416444,2,1,Canceled,2023-05-10,31.129277223362987,121.51408434797196,2022-02-03,3,1,0,13,0.07692307692307693,3,1
Resort Hotel,0,234,2023,March,3,24,10,3,9,4,0,0,HB,USA,Offline TA,Corporate,0,1,2,C,F,3,No Deposit,8.0,5.0,3,Contract,229.5339539193108,1,3,Check-Out,2023-08-03,31.158545682642284,121.51593204908217,2023-03-10,4,1,0,12,0.25,4,0
City Hotel,0,109,2023,April,4,24,26,2,0,4,2,1,HB,FRA,Direct,Direct,0,2,1,C,B,2,No Deposit,10.0,5.0,12,Transient-Party,463.758146691192,0,3,Check-Out,2022-01-28,31.137098423821897,121.50827848015804,2023-04-26,2,2,0,2,1.0,7,1
City Hotel,0,210,2023,December,12,20,21,2,7,2,1,1,FB,ESP,Online TA,Corporate,0,2,2,D,F,0,No Deposit,9.0,5.0,17,Transient,443.2792400073871,0,4,Check-Out,2023-06-11,31.29760320901277,121.44840287478648,2023-12-21,3,4,0,9,0.2222222222222222,4,1
City Hotel,1,263,2023,May,5,21,22,3,11,3,2,0,SC,FRA,Direct,Direct,0,0,4,D,E,4,No Deposit,19.0,5.0,9,Transient,224.9232731598736,0,4,Canceled,2022-05-06,31.17615784782949,121.40839227834506,2023-05-22,0,2,0,14,0.21428571428571427,5,1
Resort Hotel,0,194,2022,March,3,44,18,1,0,1,0,0,BB,ITA,Direct,Corporate,0,2,4,F,D,1,No Deposit,11.0,5.0,0,Transient,381.3934085982419,1,3,No-Show,2022-07-19,31.213952834463967,121.5898395270193,2022-03-18,4,1,0,1,1.0,1,0
Resort Hotel,0,93,2022,January,1,10,10,1,0,4,0,0,HB,ESP,Corporate,Corporate,0,2,0,G,H,3,No Deposit,5.0,5.0,8,Transient,438.7321336659881,0,0,Check-Out,2023-08-03,31.24888241442869,121.4652286910352,2022-01-10,0,1,0,1,1.0,4,0
City Hotel,0,174,2022,June,6,23,22,3,3,1,1,0,BB,ITA,Corporate,Corporate,0,2,3,C,F,1,No Deposit,5.0,5.0,18,Transient,86.79468770905439,2,0,Check-Out,2022-05-26,31.27700858911664,121.51878563725076,2022-06-22,2,2,0,6,0.5,2,1
Resort Hotel,0,182,2022,March,3,1,28,0,10,4,1,1,BB,ESP,Corporate,Direct,0,1,2,B,A,0,No Deposit,16.0,5.0,16,Transient,434.517096937897,2,1,Check-Out,2022-05-09,31.10670923137676,121.4330429324478,2022-03-28,0,1,0,10,0.0,6,1
Resort Hotel,0,344,2022,June,6,42,27,4,10,3,3,0,FB,ITA,Online TA,TA/TO,0,0,4,C,A,3,No Deposit,11.0,5.0,13,Transient,51.47192023859707,0,3,Check-Out,2022-02-06,31.26921383538989,121.5424822766828,2022-06-27,0,2,0,14,0.2857142857142857,6,1
City Hotel,0,176,2022,April,4,14,21,4,14,2,3,1,BB,PRT,Corporate,TA/TO,0,0,2,F,B,3,No Deposit,10.0,5.0,3,Transient,395.4490982951873,0,2,Check-Out,2022-01-22,31.17798358633065,121.52606173561736,2022-04-21,3,2,0,18,0.2222222222222222,6,1
City Hotel,0,54,2023,May,5,48,3,1,4,1,2,0,FB,DEU,Corporate,Direct,0,1,0,H,C,4,No Deposit,13.0,5.0,16,Transient,112.41139808761416,1,2,Check-Out,2022-10-08,31.290923879315358,121.47844416937131,2023-05-03,2,2,0,5,0.2,3,1
Resort Hotel,0,65,2023,October,10,24,10,4,9,2,0,0,HB,DEU,Direct,Direct,0,2,0,F,B,4,Non Refund,17.0,5.0,5,Transient,313.57320499247527,1,1,Check-Out,2022-05-25,31.12070526823,121.51096789645652,2023-10-10,1,4,0,13,0.3076923076923077,2,0
Resort Hotel,0,289,2023,February,2,35,24,4,13,3,2,0,SC,PRT,Online TA,TA/TO,1,1,1,G,H,4,No Deposit,10.0,5.0,14,Transient,102.9873729855314,2,3,Check-Out,2022-05-30,31.24908005490512,121.45452181660356,2023-02-24,4,1,0,17,0.23529411764705882,5,1
City Hotel,1,85,2022,July,7,48,29,1,6,3,3,1,FB,PRT,Online TA,TA/TO,0,1,3,B,E,0,No Deposit,12.0,5.0,21,Transient,348.6821468912352,1,0,Canceled,2023-06-27,31.188438820358837,121.56208172137646,2022-07-29,4,3,0,7,0.14285714285714285,7,1
City Hotel,0,233,2023,May,5,11,17,4,3,4,0,1,FB,FRA,Direct,Direct,0,2,3,D,F,4,No Deposit,18.0,5.0,24,Transient,477.400547944287,0,0,Check-Out,2023-02-21,31.11128337714453,121.52655126385427,2023-05-17,2,2,0,7,0.5714285714285714,5,1
Resort Hotel,0,198,2022,November,11,26,13,3,0,2,3,0,SC,GBR,Online TA,Direct,0,0,2,D,C,3,No Deposit,8.0,2.0,9,Transient,126.36071209555128,1,1,Check-Out,2022-07-23,31.206080323358112,121.4126955950667,2022-11-13,6,4,1,3,1.0,5,1
Resort Hotel,0,41,2023,June,6,21,15,4,9,1,3,1,HB,GBR,Corporate,TA/TO,0,1,1,F,F,1,No Deposit,1.0,5.0,1,Transient,403.7649529933511,1,2,Check-Out,2023-09-25,31.261754117169,121.42777351352292,2023-06-15,3,2,0,13,0.3076923076923077,5,1
City Hotel,0,99,2022,July,7,17,3,3,8,3,2,0,SC,USA,Direct,Corporate,0,2,0,F,G,4,No Deposit,5.0,5.0,24,Group,285.23806149862105,2,1,Check-Out,2023-12-11,31.191533405975477,121.4708689757304,2022-07-03,6,3,1,11,0.2727272727272727,5,1
City Hotel,0,337,2022,August,8,41,28,2,0,2,0,1,HB,ESP,Corporate,TA/TO,0,0,4,G,B,4,Refundable,3.0,5.0,16,Transient,104.66256342290193,2,3,Check-Out,2022-01-14,31.283752991008143,121.5658542448562,2022-08-28,6,3,1,2,1.0,3,1
City Hotel,0,315,2022,July,7,36,21,1,6,1,1,0,BB,ESP,Online TA,Direct,0,1,1,F,F,2,No Deposit,11.0,5.0,21,Transient,325.74682229913043,0,3,Check-Out,2023-08-21,31.173663475401643,121.52976661893992,2022-07-21,3,3,0,7,0.14285714285714285,2,1
City Hotel,1,41,2023,October,10,21,9,0,13,3,2,1,BB,PRT,Corporate,Corporate,0,0,0,H,A,4,No Deposit,11.0,5.0,28,Transient,230.285130557912,1,2,Canceled,2023-03-15,31.10445184107682,121.45297567299966,2023-10-09,0,4,0,13,0.0,6,1
City Hotel,0,102,2022,July,7,46,16,3,13,1,3,0,BB,PRT,Groups,Corporate,0,0,4,D,F,2,No Deposit,5.0,5.0,18,Transient-Party,144.22312324906227,0,4,Check-Out,2023-03-25,31.29229129225978,121.45922253430152,2022-07-16,5,3,1,16,0.1875,4,1
Resort Hotel,0,250,2023,April,4,7,7,1,8,2,3,1,HB,FRA,Online TA,Direct,0,1,4,D,D,4,Refundable,14.0,5.0,5,Transient,402.810282813246,1,2,Check-Out,2023-11-12,31.266398579484264,121.54870418281948,2023-04-07,4,2,0,9,0.1111111111111111,6,1
Resort Hotel,1,201,2023,June,6,17,22,3,10,1,1,0,HB,GBR,Offline TA,TA/TO,0,1,4,G,A,3,No Deposit,16.0,5.0,1,Transient,76.29402717140232,0,1,Canceled,2022-08-18,31.11674807945005,121.55881019022829,2023-06-22,3,2,0,13,0.23076923076923078,2,1
Resort Hotel,0,37,2022,January,1,36,6,0,3,3,0,0,SC,CHN,Corporate,Direct,0,1,0,A,E,4,No Deposit,2.0,5.0,21,Transient,377.4110415619839,0,4,Check-Out,2022-01-02,31.14082877480461,121.56503001328905,2022-01-06,3,1,0,3,0.0,3,0
City Hotel,0,331,2023,June,6,17,13,0,13,1,3,0,BB,DEU,Groups,Direct,0,2,1,A,B,0,No Deposit,7.0,5.0,29,Contract,189.466120141988,1,4,No-Show,2022-03-27,31.14503248831412,121.52069304200496,2023-06-13,1,2,0,13,0.0,4,1
Resort Hotel,0,19,2023,March,3,4,9,4,4,1,0,1,FB,DEU,Corporate,Direct,0,2,3,G,A,4,No Deposit,12.0,5.0,15,Transient-Party,263.1956906324875,1,3,Check-Out,2022-09-13,31.163182864329496,121.42007640030616,2023-03-09,3,1,0,8,0.5,2,1
